id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000165072,MAMDC2,chr9,+,72658497,72658764,protein_coding
ENSG00000165076,PRSS37,chr7,-,141541287,141541285,protein_coding
ENSG00000165078,CPA6,chr8,-,68658580,68658595,protein_coding
ENSG00000165084,C8orf34,chr8,+,69242957,69243190,protein_coding
ENSG00000165091,TMC1,chr9,+,75136717,75136717,protein_coding
ENSG00000165092,ALDH1A1,chr9,-,75695358,75567969,protein_coding
ENSG00000165097,KDM1B,chr6,+,18155560,18155653,protein_coding
ENSG00000165102,HGSNAT,chr8,+,42995598,42995640,protein_coding
ENSG00000165105,RASEF,chr9,-,85678092,85678057,protein_coding
ENSG00000165113,GKAP1,chr9,-,86444431,86432663,protein_coding
ENSG00000165115,KIF27,chr9,-,86536380,86536347,protein_coding
ENSG00000165118,C9orf64,chr9,-,86571901,86571657,protein_coding
ENSG00000165119,HNRNPK,chr9,-,86595531,86595123,protein_coding
ENSG00000165120,SSMEM1,chr7,+,129847700,129847722,protein_coding
ENSG00000165124,SVEP1,chr9,-,113342160,113342010,protein_coding
ENSG00000165125,TRPV6,chr7,-,142583507,142583490,protein_coding
ENSG00000165131,C7orf34,chr7,+,142636440,142636628,protein_coding
ENSG00000165138,ANKS6,chr9,-,101559247,101558821,protein_coding
ENSG00000165140,FBP1,chr9,-,97402531,97401793,protein_coding
ENSG00000165152,TMEM246,chr9,-,104295819,104249435,protein_coding
ENSG00000165156,ZHX1,chr8,-,124287781,124286809,protein_coding
ENSG00000165164,CFAP47,chrX,+,35937851,35937887,protein_coding
ENSG00000165168,CYBB,chrX,+,37639264,37639312,protein_coding
ENSG00000165169,DYNLT3,chrX,-,37706890,37706779,protein_coding
ENSG00000165171,WBSCR27,chr7,-,73256865,73256846,protein_coding
ENSG00000165175,MID1IP1,chrX,+,38660685,38663411,protein_coding
ENSG00000165181,C9orf84,chr9,-,114557288,114557217,protein_coding
ENSG00000165182,CXorf58,chrX,+,23925918,23925918,protein_coding
ENSG00000165185,KIAA1958,chr9,+,115249127,115249130,protein_coding
ENSG00000165186,PTCHD1,chrX,+,23352132,23352513,protein_coding
ENSG00000165188,RNF183,chr9,-,116065656,116065656,protein_coding
ENSG00000165192,ASB11,chrX,-,15333778,15333746,protein_coding
ENSG00000165194,PCDH19,chrX,-,99665271,99665271,protein_coding
ENSG00000165195,PIGA,chrX,-,15353702,15353645,protein_coding
ENSG00000165197,FIGF,chrX,-,15402498,15402468,protein_coding
ENSG00000165202,OR1Q1,chr9,+,125377017,125377017,protein_coding
ENSG00000165204,OR1K1,chr9,+,125562402,125562402,protein_coding
ENSG00000165209,STRBP,chr9,-,126030855,126030865,protein_coding
ENSG00000165215,CLDN3,chr7,-,73184600,73184600,protein_coding
ENSG00000165219,GAPVD1,chr9,+,128024073,128024105,protein_coding
ENSG00000165233,CARD19,chr9,+,95858500,95858500,protein_coding
ENSG00000165238,WNK2,chr9,+,95947198,96029318,protein_coding
ENSG00000165240,ATP7A,chrX,+,77166153,77166190,protein_coding
ENSG00000165244,ZNF367,chr9,-,99180611,99180640,protein_coding
ENSG00000165246,NLGN4Y,chrY,+,16634518,16634498,protein_coding
ENSG00000165259,HDX,chrX,-,83757487,83757461,protein_coding
ENSG00000165264,NDUFB6,chr9,-,32573160,32573157,protein_coding
ENSG00000165269,AQP7,chr9,-,33402680,33402552,protein_coding
ENSG00000165271,NOL6,chr9,-,33473928,33473896,protein_coding
ENSG00000165272,AQP3,chr9,-,33447609,33447591,protein_coding
ENSG00000165275,TRMT10B,chr9,+,37753800,37753813,protein_coding
ENSG00000165280,VCP,chr9,-,35073246,35072622,protein_coding
ENSG00000165282,PIGO,chr9,-,35096598,35096588,protein_coding
ENSG00000165283,STOML2,chr9,-,35103192,35103123,protein_coding
ENSG00000165288,BRWD3,chrX,-,80065187,80065219,protein_coding
ENSG00000165300,SLITRK5,chr13,+,88324870,88324870,protein_coding
ENSG00000165304,MELK,chr9,+,36572859,36572894,protein_coding
ENSG00000165309,ARMC3,chr10,+,23216953,23216982,protein_coding
ENSG00000165312,OTUD1,chr10,+,23728387,23728389,protein_coding
ENSG00000165322,ARHGAP12,chr10,-,32217804,32217742,protein_coding
ENSG00000165323,FAT3,chr11,+,92085262,92616202,protein_coding
ENSG00000165325,CCDC67,chr11,+,93063137,93063908,protein_coding
ENSG00000165338,HECTD2,chr10,+,93169037,93170101,protein_coding
ENSG00000165349,SLC7A3,chrX,-,70150975,70150946,protein_coding
ENSG00000165355,FBXO33,chr14,-,39901704,39901370,protein_coding
ENSG00000165359,DDX26B,chrX,+,134654584,134654585,protein_coding
ENSG00000165370,GPR101,chrX,-,136113833,136113833,protein_coding
ENSG00000165376,CLDN2,chrX,+,106143394,106163632,protein_coding
ENSG00000165379,LRFN5,chr14,+,42076773,42077474,protein_coding
ENSG00000165383,LRRC18,chr10,-,50143235,50143472,protein_coding
ENSG00000165389,SPTSSA,chr14,-,34931562,34931446,protein_coding
ENSG00000165392,WRN,chr8,+,30891317,30891353,protein_coding
ENSG00000165406,8-Mar,chr10,-,46090354,46090321,protein_coding
ENSG00000165409,TSHR,chr14,+,81421333,81421967,protein_coding
ENSG00000165410,CFL2,chr14,-,35184029,35183799,protein_coding
ENSG00000165416,SUGT1,chr13,+,53226844,53226975,protein_coding
ENSG00000165417,GTF2A1,chr14,-,81687721,81687217,protein_coding
ENSG00000165424,ZCCHC24,chr10,-,81205383,81205380,protein_coding
ENSG00000165434,PGM2L1,chr11,-,74109518,74109437,protein_coding
ENSG00000165443,PHYHIPL,chr10,+,60936350,60936403,protein_coding
ENSG00000165449,SLC16A9,chr10,-,61495760,61469608,protein_coding
ENSG00000165457,FOLR2,chr11,+,71927645,71927838,protein_coding
ENSG00000165458,INPPL1,chr11,+,71934745,71934938,protein_coding
ENSG00000165462,PHOX2A,chr11,-,71956708,71955220,protein_coding
ENSG00000165471,MBL2,chr10,-,54531460,54531378,protein_coding
ENSG00000165474,GJB2,chr13,-,20767037,20767077,protein_coding
ENSG00000165475,CRYL1,chr13,-,21099996,21099996,protein_coding
ENSG00000165476,REEP3,chr10,+,65281123,65281163,protein_coding
ENSG00000165478,HEPACAM,chr11,-,124806308,124805943,protein_coding
ENSG00000165480,SKA3,chr13,-,21750741,21750686,protein_coding
ENSG00000165487,MICU2,chr13,-,22178353,22178309,protein_coding
ENSG00000165490,DDIAS,chr11,+,82611017,82612778,protein_coding
ENSG00000165494,PCF11,chr11,+,82868030,82868197,protein_coding
ENSG00000165495,PKNOX2,chr11,+,125034583,125034647,protein_coding
ENSG00000165496,RPL10L,chr14,-,47121024,47120980,protein_coding
ENSG00000165501,LRR1,chr14,+,50065415,50065667,protein_coding
ENSG00000165502,RPL36AL,chr14,-,50087403,50087338,protein_coding
ENSG00000165506,DNAAF2,chr14,-,50101948,50101911,protein_coding
ENSG00000165507,C10orf10,chr10,-,45474258,45474257,protein_coding
ENSG00000165509,MAGEC3,chrX,+,140926102,140926102,protein_coding
ENSG00000165512,ZNF22,chr10,+,45495923,45496371,protein_coding
ENSG00000165516,KLHDC2,chr14,+,50234326,50234871,protein_coding
ENSG00000165521,EML5,chr14,-,89259096,89259287,protein_coding
ENSG00000165525,NEMF,chr14,-,50319921,50319494,protein_coding
ENSG00000165526,RPUSD4,chr11,-,126081587,126081545,protein_coding
ENSG00000165527,ARF6,chr14,+,50359810,50359814,protein_coding
ENSG00000165533,TTC8,chr14,+,89290497,89290995,protein_coding
ENSG00000165548,TMEM63C,chr14,+,77582911,77648141,protein_coding
ENSG00000165553,NGB,chr14,-,77737655,77737549,protein_coding
ENSG00000165555,NOXRED1,chr14,-,77889860,77889866,protein_coding
ENSG00000165556,CDX2,chr13,-,28545276,28541484,protein_coding
ENSG00000165566,AMER2,chr13,-,25746426,25746426,protein_coding
ENSG00000165568,AKR1E2,chr10,+,4828821,4868409,protein_coding
ENSG00000165572,KBTBD6,chr13,-,41706882,41706935,protein_coding
ENSG00000165583,SSX5,chrX,-,48137013,48056225,protein_coding
ENSG00000165584,SSX3,chrX,-,48216142,48216136,protein_coding
ENSG00000165588,OTX2,chr14,-,57277197,57277197,protein_coding
ENSG00000165591,FAAH2,chrX,+,57313139,57313300,protein_coding
ENSG00000165606,DRGX,chr10,-,50604062,50604135,protein_coding
ENSG00000165609,NUDT5,chr10,-,12238143,12237890,protein_coding
ENSG00000165617,DACT1,chr14,+,59100685,59104710,protein_coding
ENSG00000165621,OXGR1,chr13,-,97646984,97646984,protein_coding
ENSG00000165623,UCMA,chr10,-,13276334,13276374,protein_coding
ENSG00000165626,BEND7,chr10,-,13570974,13570997,protein_coding
ENSG00000165629,ATP5C1,chr10,+,7830092,7830140,protein_coding
ENSG00000165630,PRPF18,chr10,+,13628927,13628965,protein_coding
ENSG00000165632,TAF3,chr10,+,7860467,7860483,protein_coding
ENSG00000165633,VSTM4,chr10,-,50323554,50323567,protein_coding
ENSG00000165637,VDAC2,chr10,+,76969912,76970584,protein_coding
ENSG00000165643,SOHLH1,chr9,-,138591374,138591325,protein_coding
ENSG00000165644,COMTD1,chr10,-,76995788,76995715,protein_coding
ENSG00000165646,SLC18A2,chr10,+,119000604,119000630,protein_coding
ENSG00000165650,PDZD8,chr10,-,119134978,119134951,protein_coding
ENSG00000165655,ZNF503,chr10,-,77161664,77161522,protein_coding
ENSG00000165660,FAM175B,chr10,+,126490354,126490388,protein_coding
ENSG00000165661,QSOX2,chr9,-,139137687,139137658,protein_coding
ENSG00000165669,FAM204A,chr10,-,120101840,120101832,protein_coding
ENSG00000165671,NSD1,chr5,+,176560026,176560790,protein_coding
ENSG00000165672,PRDX3,chr10,-,120938345,120938324,protein_coding
ENSG00000165675,ENOX2,chrX,-,130037291,130037183,protein_coding
ENSG00000165678,GHITM,chr10,+,85899196,85899284,protein_coding
ENSG00000165682,CLEC1B,chr12,-,10166023,10151720,protein_coding
ENSG00000165684,SNAPC4,chr9,-,139293249,139293249,protein_coding
ENSG00000165685,TMEM52B,chr12,+,10323141,10331631,protein_coding
ENSG00000165688,PMPCA,chr9,+,139305022,139305110,protein_coding
ENSG00000165689,SDCCAG3,chr9,-,139305061,139305037,protein_coding
ENSG00000165694,FRMD7,chrX,-,131262048,131262048,protein_coding
ENSG00000165695,AK8,chr9,-,135754164,135753671,protein_coding
ENSG00000165698,C9orf9,chr9,+,135753414,135753735,protein_coding
ENSG00000165699,TSC1,chr9,-,135820020,135820003,protein_coding
ENSG00000165702,GFI1B,chr9,+,135820920,135854111,protein_coding
ENSG00000165704,HPRT1,chrX,+,133594183,133594222,protein_coding
ENSG00000165714,BORCS5,chr12,+,12510013,12510012,protein_coding
ENSG00000165716,FAM69B,chr9,+,139607022,139607024,protein_coding
ENSG00000165724,ZMYND19,chr9,-,140484942,140484952,protein_coding
ENSG00000165730,STOX1,chr10,+,70587298,70587288,protein_coding
ENSG00000165731,RET,chr10,+,43572475,43572517,protein_coding
ENSG00000165732,DDX21,chr10,+,70715884,70715926,protein_coding
ENSG00000165733,BMS1,chr10,+,43278249,43278243,protein_coding
ENSG00000165752,STK32C,chr10,-,134145351,134121451,protein_coding
ENSG00000165757,KIAA1462,chr10,-,30404423,30348511,protein_coding
ENSG00000165762,OR4K2,chr14,+,20344391,20344391,protein_coding
ENSG00000165775,FUNDC2,chrX,+,154254255,154255192,protein_coding
ENSG00000165782,TMEM55B,chr14,-,20929771,20929593,protein_coding
ENSG00000165792,METTL17,chr14,+,21457929,21458139,protein_coding
ENSG00000165794,SLC39A2,chr14,+,21467414,21467452,protein_coding
ENSG00000165795,NDRG2,chr14,-,21539031,21493911,protein_coding
ENSG00000165799,RNASE7,chr14,+,21510385,21510521,protein_coding
ENSG00000165801,ARHGEF40,chr14,+,21538429,21538463,protein_coding
ENSG00000165802,NSMF,chr9,-,140353786,140353786,protein_coding
ENSG00000165804,ZNF219,chr14,-,21572881,21566808,protein_coding
ENSG00000165805,C12orf50,chr12,-,88427814,88423170,protein_coding
ENSG00000165806,CASP7,chr10,+,115438921,115439671,protein_coding
ENSG00000165807,PPP1R36,chr14,+,65016620,65016679,protein_coding
ENSG00000165810,BTNL9,chr5,+,180467225,180480055,protein_coding
ENSG00000165813,CCDC186,chr10,-,115933979,115933962,protein_coding
ENSG00000165816,VWA2,chr10,+,115999089,115999013,protein_coding
ENSG00000165819,METTL3,chr14,-,21979517,21979482,protein_coding
ENSG00000165821,SALL2,chr14,-,22005350,21994393,protein_coding
ENSG00000165828,PRAP1,chr10,+,135122914,135160877,protein_coding
ENSG00000165832,TRUB1,chr10,+,116697952,116697971,protein_coding
ENSG00000165837,ERICH6B,chr13,-,46189874,46189874,protein_coding
ENSG00000165841,CYP2C19,chr10,+,96522381,96522438,protein_coding
ENSG00000165861,ZFYVE1,chr14,-,73493920,73493814,protein_coding
ENSG00000165863,C10orf82,chr10,-,118429775,118429793,protein_coding
ENSG00000165868,HSPA12A,chr10,-,118502085,118502077,protein_coding
ENSG00000165879,FRAT1,chr10,+,99079024,99079029,protein_coding
ENSG00000165886,UBTD1,chr10,+,99258625,99258683,protein_coding
ENSG00000165887,ANKRD2,chr10,+,99332256,99332536,protein_coding
ENSG00000165891,E2F7,chr12,-,77459360,77459333,protein_coding
ENSG00000165895,ARHGAP42,chr11,+,100558384,100558020,protein_coding
ENSG00000165898,ISCA2,chr14,+,74960423,74960468,protein_coding
ENSG00000165899,OTOGL,chr12,+,80603233,80603046,protein_coding
ENSG00000165905,GYLTL1B,chr11,+,45943172,45944227,protein_coding
ENSG00000165912,PACSIN3,chr11,-,47207994,47207958,protein_coding
ENSG00000165914,TTC7B,chr14,-,91282823,91282774,protein_coding
ENSG00000165915,SLC39A13,chr11,+,47428683,47430162,protein_coding
ENSG00000165916,PSMC3,chr11,-,47448024,47447801,protein_coding
ENSG00000165917,RAPSN,chr11,-,47470730,47470688,protein_coding
ENSG00000165923,AGBL2,chr11,-,47736941,47736921,protein_coding
ENSG00000165929,TC2N,chr14,-,92333880,92333880,protein_coding
ENSG00000165934,CPSF2,chr14,+,92588281,92588328,protein_coding
ENSG00000165935,SMCO2,chr12,+,27619743,27619743,protein_coding
ENSG00000165943,MOAP1,chr14,-,93651273,93651242,protein_coding
ENSG00000165948,IFI27L1,chr14,+,94547628,94547690,protein_coding
ENSG00000165949,IFI27,chr14,+,94571182,94577082,protein_coding
ENSG00000165953,SERPINA12,chr14,-,94984181,94984181,protein_coding
ENSG00000165959,CLMN,chr14,-,95786243,95786213,protein_coding
ENSG00000165966,PDZRN4,chr12,+,41582250,41831542,protein_coding
ENSG00000165970,SLC6A5,chr11,+,20620946,20621155,protein_coding
ENSG00000165972,CCDC38,chr12,-,96336752,96336392,protein_coding
ENSG00000165973,NELL1,chr11,+,20691097,20691132,protein_coding
ENSG00000165983,PTER,chr10,+,16478942,16479009,protein_coding
ENSG00000165985,C1QL3,chr10,-,16564004,16563833,protein_coding
ENSG00000165995,CACNB2,chr10,+,18429606,18429324,protein_coding
ENSG00000165996,HACD1,chr10,-,17659376,17659342,protein_coding
ENSG00000165997,ARL5B,chr10,+,18948334,18948360,protein_coding
ENSG00000166002,SMCO4,chr11,-,93276674,93276488,protein_coding
ENSG00000166004,CEP295,chr11,+,93394805,93394867,protein_coding
ENSG00000166006,KCNC2,chr12,-,75603648,75603528,protein_coding
ENSG00000166008,MAGEA9,chrX,+,148863584,148863584,protein_coding
ENSG00000166012,TAF1D,chr11,-,93517557,93474660,protein_coding
ENSG00000166016,ABTB2,chr11,-,34379555,34379555,protein_coding
ENSG00000166024,R3HCC1L,chr10,+,99894381,99894415,protein_coding
ENSG00000166025,AMOTL1,chr11,+,94439597,94501529,protein_coding
ENSG00000166033,HTRA1,chr10,+,124221041,124221101,protein_coding
ENSG00000166035,LIPC,chr15,+,58702768,58702771,protein_coding
ENSG00000166037,CEP57,chr11,+,95523129,95523703,protein_coding
ENSG00000166046,TCP11L2,chr12,+,106695707,106696592,protein_coding
ENSG00000166049,PASD1,chrX,+,150732094,150732163,protein_coding
ENSG00000166068,SPRED1,chr15,+,38544527,38544516,protein_coding
ENSG00000166069,TMCO5A,chr15,+,38214140,38226841,protein_coding
ENSG00000166073,GPR176,chr15,-,40213093,40212346,protein_coding
ENSG00000166086,JAM3,chr11,+,133938820,133938967,protein_coding
ENSG00000166090,IL25,chr14,+,23842018,23842018,protein_coding
ENSG00000166091,CMTM5,chr14,+,23846017,23846255,protein_coding
ENSG00000166105,GLB1L3,chr11,+,134144139,134146273,protein_coding
ENSG00000166106,ADAMTS15,chr11,+,130318869,130318540,protein_coding
ENSG00000166111,SVOP,chr12,-,109459045,109458811,protein_coding
ENSG00000166118,SPATA19,chr11,-,133715433,133715396,protein_coding
ENSG00000166123,GPT2,chr16,+,46918290,46918296,protein_coding
ENSG00000166126,AMN,chr14,+,103388993,103389018,protein_coding
ENSG00000166128,RAB8B,chr15,+,63481668,63481805,protein_coding
ENSG00000166130,IKBIP,chr12,-,99038891,99038566,protein_coding
ENSG00000166133,RPUSD2,chr15,+,40861499,40861539,protein_coding
ENSG00000166135,HIF1AN,chr10,+,102288829,102295700,protein_coding
ENSG00000166136,NDUFB8,chr10,-,102289757,102289627,protein_coding
ENSG00000166140,ZFYVE19,chr15,+,41099284,41099287,protein_coding
ENSG00000166143,PPP1R14D,chr15,-,41120907,41120905,protein_coding
ENSG00000166145,SPINT1,chr15,+,41136216,41136675,protein_coding
ENSG00000166147,FBN1,chr15,-,48938046,48937906,protein_coding
ENSG00000166148,AVPR1A,chr12,-,63544722,63544981,protein_coding
ENSG00000166152,C16orf78,chr16,+,49407734,49407715,protein_coding
ENSG00000166153,DEPDC4,chr12,-,100660857,100660857,protein_coding
ENSG00000166157,TPTE,chr21,-,11029719,10990874,protein_coding
ENSG00000166159,LRTM2,chr12,+,1929433,1929737,protein_coding
ENSG00000166160,OPN1MW2,chrX,+,153485225,153485225,protein_coding
ENSG00000166164,BRD7,chr16,-,50402845,50402884,protein_coding
ENSG00000166165,CKB,chr14,-,103989448,103989167,protein_coding
ENSG00000166166,TRMT61A,chr14,+,103995521,103995533,protein_coding
ENSG00000166167,BTRC,chr10,+,103113790,103113922,protein_coding
ENSG00000166169,POLL,chr10,-,103348027,103347916,protein_coding
ENSG00000166170,BAG5,chr14,-,104029168,104028993,protein_coding
ENSG00000166171,DPCD,chr10,+,103330317,103348082,protein_coding
ENSG00000166173,LARP6,chr15,-,71146498,71146496,protein_coding
ENSG00000166181,API5,chr11,+,43333513,43333546,protein_coding
ENSG00000166183,ASPG,chr14,+,104552016,104552037,protein_coding
ENSG00000166188,ZNF319,chr16,-,58034357,58034576,protein_coding
ENSG00000166189,HPS6,chr10,+,103825147,103825128,protein_coding
ENSG00000166192,SENP8,chr15,+,72406599,72410747,protein_coding
ENSG00000166197,NOLC1,chr10,+,103911933,103912146,protein_coding
ENSG00000166199,ALKBH3,chr11,+,43902361,43902381,protein_coding
ENSG00000166200,COPS2,chr15,-,49447858,49447796,protein_coding
ENSG00000166206,GABRB3,chr15,-,27184686,27018213,protein_coding
ENSG00000166211,SPIC,chr12,+,101869199,101869114,protein_coding
ENSG00000166220,TBATA,chr10,-,72545157,72545108,protein_coding
ENSG00000166224,SGPL1,chr10,+,72575717,72575704,protein_coding
ENSG00000166225,FRS2,chr12,+,69864129,69864200,protein_coding
ENSG00000166226,CCT2,chr12,+,69979114,69979239,protein_coding
ENSG00000166228,PCBD1,chr10,-,72648541,72648322,protein_coding
ENSG00000166233,ARIH1,chr15,+,72766667,72766671,protein_coding
ENSG00000166246,C16orf71,chr16,+,4784273,4784538,protein_coding
ENSG00000166250,CLMP,chr11,-,123065989,123065956,protein_coding
ENSG00000166257,SCN3B,chr11,-,123525952,123525301,protein_coding
ENSG00000166260,COX11,chr17,-,53046146,53046015,protein_coding
ENSG00000166261,ZNF202,chr11,-,123612383,123612368,protein_coding
ENSG00000166262,FAM227B,chr15,-,49913128,49913013,protein_coding
ENSG00000166263,STXBP4,chr17,+,53046088,53046126,protein_coding
ENSG00000166265,CYYR1,chr21,-,27945603,27945574,protein_coding
ENSG00000166266,CUL5,chr11,+,107879459,107879645,protein_coding
ENSG00000166268,MYRFL,chr12,+,70219084,70329889,protein_coding
ENSG00000166272,WBP1L,chr10,+,104503727,104503705,protein_coding
ENSG00000166278,C2,chr6,+,31865562,31865560,protein_coding
ENSG00000166289,PLEKHF1,chr19,+,30155963,30156368,protein_coding
ENSG00000166292,TMEM100,chr17,-,53809482,53800225,protein_coding
ENSG00000166295,ANAPC16,chr10,+,73975758,73975770,protein_coding
ENSG00000166311,SMPD1,chr11,+,6411661,6411704,protein_coding
ENSG00000166313,APBB1,chr11,-,6440644,6440298,protein_coding
ENSG00000166317,SYNPO2L,chr10,-,75423561,75415787,protein_coding
ENSG00000166321,NUDT13,chr10,+,74870133,74870280,protein_coding
ENSG00000166323,C11orf65,chr11,-,108338258,108338256,protein_coding
ENSG00000166326,TRIM44,chr11,+,35684353,35684428,protein_coding
ENSG00000166329,CCDC182,chr17,-,55822673,55822660,protein_coding
ENSG00000166333,ILK,chr11,+,6624938,6625004,protein_coding
ENSG00000166337,TAF10,chr11,-,6633898,6633445,protein_coding
ENSG00000166340,TPP1,chr11,-,6640692,6640653,protein_coding
ENSG00000166341,DCHS1,chr11,-,6677085,6677040,protein_coding
ENSG00000166342,NETO1,chr18,-,70535381,70535211,protein_coding
ENSG00000166343,MSS51,chr10,-,75193319,75193319,protein_coding
ENSG00000166347,CYB5A,chr18,-,71959251,71959168,protein_coding
ENSG00000166348,USP54,chr10,-,75385711,75351097,protein_coding
ENSG00000166349,RAG1,chr11,+,36532259,36589563,protein_coding
ENSG00000166351,POTED,chr21,+,14982179,14982179,protein_coding
ENSG00000166352,C11orf74,chr11,+,36616043,36616073,protein_coding
ENSG00000166359,WDR88,chr19,+,33622996,33623023,protein_coding
ENSG00000166363,OR10A5,chr11,+,6866883,6866883,protein_coding
ENSG00000166368,OR2D2,chr11,-,6913830,6913830,protein_coding
ENSG00000166377,ATP9B,chr18,+,76829285,76829406,protein_coding
ENSG00000166387,PPFIBP2,chr11,+,7534529,7535230,protein_coding
ENSG00000166391,MOGAT2,chr11,+,75428864,75428891,protein_coding
ENSG00000166394,CYB5R2,chr11,-,7698453,7694731,protein_coding
ENSG00000166396,SERPINB7,chr18,+,61420169,61445015,protein_coding
ENSG00000166398,KIAA0355,chr19,+,34745442,34745471,protein_coding
ENSG00000166401,SERPINB8,chr18,+,61637159,61637335,protein_coding
ENSG00000166402,TUB,chr11,+,8040791,8102855,protein_coding
ENSG00000166405,RIC3,chr11,-,8190602,8190572,protein_coding
ENSG00000166407,LMO1,chr11,-,8290263,8290334,protein_coding
ENSG00000166411,IDH3A,chr15,+,78423840,78441719,protein_coding
ENSG00000166415,WDR72,chr15,-,54055075,54051860,protein_coding
ENSG00000166426,CRABP1,chr15,+,78632666,78632695,protein_coding
ENSG00000166428,PLD4,chr14,+,105391153,105391216,protein_coding
ENSG00000166432,ZMAT1,chrX,-,101187004,101187000,protein_coding
ENSG00000166435,XRRA1,chr11,-,74660245,74660136,protein_coding
ENSG00000166436,TRIM66,chr11,-,8693413,8680433,protein_coding
ENSG00000166439,RNF169,chr11,+,74459913,74459894,protein_coding
ENSG00000166441,RPL27A,chr11,+,8703958,8704339,protein_coding
ENSG00000166444,ST5,chr11,-,8932498,8832220,protein_coding
ENSG00000166446,CDYL2,chr16,-,80838226,80838495,protein_coding
ENSG00000166448,TMEM130,chr7,-,98468394,98467589,protein_coding
ENSG00000166450,PRTG,chr15,-,56035288,56035293,protein_coding
ENSG00000166451,CENPN,chr16,+,81040103,81040850,protein_coding
ENSG00000166452,AKIP1,chr11,+,8932686,8932736,protein_coding
ENSG00000166454,ATMIN,chr16,+,81069452,81069447,protein_coding
ENSG00000166455,C16orf46,chr16,-,81110872,81110843,protein_coding
ENSG00000166471,TMEM41B,chr11,-,9336327,9336140,protein_coding
ENSG00000166477,LEO1,chr15,-,52264003,52263971,protein_coding
ENSG00000166478,ZNF143,chr11,+,9481866,9482559,protein_coding
ENSG00000166479,TMX3,chr18,-,66382535,66382302,protein_coding
ENSG00000166482,MFAP4,chr17,-,19290553,19290503,protein_coding
ENSG00000166483,WEE1,chr11,+,9595228,9595253,protein_coding
ENSG00000166484,MAPK7,chr17,+,19281034,19281811,protein_coding
ENSG00000166501,PRKCB,chr16,+,23847322,23847304,protein_coding
ENSG00000166503,RP11-382A20.3,chr15,-,83876770,83876575,protein_coding
ENSG00000166507,NDST2,chr10,-,75571556,75571356,protein_coding
ENSG00000166508,MCM7,chr7,-,99699563,99699002,protein_coding
ENSG00000166509,CLEC3A,chr16,+,78056412,78056445,protein_coding
ENSG00000166510,CCDC68,chr18,-,52626739,52626686,protein_coding
ENSG00000166523,CLEC4E,chr12,-,8693559,8693497,protein_coding
ENSG00000166526,ZNF3,chr7,-,99680171,99679346,protein_coding
ENSG00000166527,CLEC4D,chr12,+,8662071,8666170,protein_coding
ENSG00000166529,ZSCAN21,chr7,+,99647397,99647397,protein_coding
ENSG00000166532,RIMKLB,chr12,+,8834196,8850592,protein_coding
ENSG00000166535,A2ML1,chr12,+,8975068,8975217,protein_coding
ENSG00000166546,BEAN1,chr16,+,66461200,66461217,protein_coding
ENSG00000166548,TK2,chr16,-,66586447,66584025,protein_coding
ENSG00000166557,TMED3,chr15,+,79603404,79603499,protein_coding
ENSG00000166558,SLC38A8,chr16,-,84076241,84076400,protein_coding
ENSG00000166562,SEC11C,chr18,+,56806709,56807127,protein_coding
ENSG00000166569,CPLX4,chr18,-,56985881,56985852,protein_coding
ENSG00000166573,GALR1,chr18,+,74962505,74962505,protein_coding
ENSG00000166575,TMEM135,chr11,+,86748886,86749075,protein_coding
ENSG00000166578,IQCD,chr12,-,113658899,113658899,protein_coding
ENSG00000166579,NDEL1,chr17,+,8316449,8339240,protein_coding
ENSG00000166582,CENPV,chr17,-,16256970,16256764,protein_coding
ENSG00000166589,CDH16,chr16,-,66952887,66952752,protein_coding
ENSG00000166592,RRAD,chr16,-,66959547,66959438,protein_coding
ENSG00000166595,FAM96B,chr16,-,66968326,66968285,protein_coding
ENSG00000166596,CFAP52,chr17,+,9479944,9479959,protein_coding
ENSG00000166598,HSP90B1,chr12,+,104323885,104324188,protein_coding
ENSG00000166603,MC4R,chr18,-,58040008,58040008,protein_coding
ENSG00000166619,BLCAP,chr20,-,36156333,36156277,protein_coding
ENSG00000166634,SERPINB12,chr18,+,61223393,61223393,protein_coding
ENSG00000166664,CHRFAM7A,chr15,-,30686052,30686052,protein_coding
ENSG00000166669,ATF7IP2,chr16,+,10420291,10479918,protein_coding
ENSG00000166670,MMP10,chr11,-,102651359,102651359,protein_coding
ENSG00000166676,TVP23A,chr16,-,10912651,10912509,protein_coding
ENSG00000166681,NGFRAP1,chrX,+,102631268,102631466,protein_coding
ENSG00000166682,TMPRSS5,chr11,-,113577095,113577024,protein_coding
ENSG00000166685,COG1,chr17,+,71188771,71189194,protein_coding
ENSG00000166689,PLEKHA7,chr11,-,17035990,17035961,protein_coding
ENSG00000166704,ZNF606,chr19,-,58514717,58514188,protein_coding
ENSG00000166707,ZCCHC18,chrX,+,103356822,103357214,protein_coding
ENSG00000166710,B2M,chr15,+,45003675,45003715,protein_coding
ENSG00000166716,ZNF592,chr15,+,85291866,85291823,protein_coding
ENSG00000166734,CASC4,chr15,+,44580927,44580927,protein_coding
ENSG00000166736,HTR3A,chr11,+,113845603,113848222,protein_coding
ENSG00000166741,NNMT,chr11,+,114128509,114167121,protein_coding
ENSG00000166743,ACSM1,chr16,-,20710212,20710212,protein_coding
ENSG00000166747,AP1G1,chr16,-,71843104,71842737,protein_coding
